Receipt ID,Date,Supplier ID,Supplier,Arrival Hour,Units,Arrived On Time,Damage Free,Documents Correct,Dock To Stock Hours
R013008,2026-08-15,SUP04,Delta Apparel,12,1233,1,1,1,5.07
R013009,2026-08-15,SUP05,Evergreen Pet,12,1317,1,1,1,2.66
R013010,2026-08-15,SUP05,Evergreen Pet,15,673,1,1,1,4.31
R013011,2026-08-15,SUP04,Delta Apparel,13,1233,0,1,0,3.29
R013012,2026-08-15,SUP04,Delta Apparel,13,1328,0,1,0,4.96
R013013,2026-08-15,SUP01,Alder Foods,19,1206,1,1,1,6.19
R013014,2026-08-15,SUP03,Cobalt Electronics,12,950,1,1,1,3.38
R013015,2026-08-15,SUP04,Delta Apparel,16,320,1,1,1,7.11
R013016,2026-08-15,SUP08,Harbor Home,17,1384,1,1,1,9.46
R013017,2026-08-15,SUP03,Cobalt Electronics,16,811,1,1,1,8.82
R013018,2026-08-15,SUP05,Evergreen Pet,7,691,1,1,1,3.27
R013019,2026-08-15,SUP09,Iris Kids,11,1034,1,1,1,4.48
R013020,2026-08-15,SUP06,Fjord Outdoor,12,892,0,1,1,3.09
R013021,2026-08-15,SUP01,Alder Foods,7,498,1,1,1,3.94
R013022,2026-08-15,SUP09,Iris Kids,18,570,1,1,1,10.68
R013023,2026-08-15,SUP03,Cobalt Electronics,9,275,1,1,1,4.72
R013024,2026-08-15,SUP08,Harbor Home,11,396,1,1,1,4.2
R013025,2026-08-15,SUP04,Delta Apparel,16,394,1,1,1,6.84
R013026,2026-08-15,SUP03,Cobalt Electronics,11,1138,1,1,1,4.59
R013027,2026-08-15,SUP03,Cobalt Electronics,8,402,1,1,1,3.98
R013028,2026-08-15,SUP02,Brightline Beauty,9,1258,0,1,1,3.58
R013029,2026-08-15,SUP02,Brightline Beauty,15,840,1,1,1,3.4
R013030,2026-08-15,SUP01,Alder Foods,18,893,1,1,1,6.42
R013031,2026-08-15,SUP03,Cobalt Electronics,9,1018,1,1,1,3.92
R013032,2026-08-15,SUP02,Brightline Beauty,11,1105,1,1,1,3.65
R013033,2026-08-15,SUP01,Alder Foods,20,1185,1,1,1,8.2
R013034,2026-08-15,SUP06,Fjord Outdoor,9,903,1,1,1,3.83
R013035,2026-08-15,SUP01,Alder Foods,11,765,1,1,1,2.98
R013036,2026-08-15,SUP02,Brightline Beauty,14,971,1,1,1,4.4
R013037,2026-08-15,SUP04,Delta Apparel,20,814,1,1,1,7.98
R013038,2026-08-15,SUP03,Cobalt Electronics,18,1293,1,1,1,10.85
R013039,2026-08-15,SUP09,Iris Kids,12,428,1,1,1,3.39
R013040,2026-08-15,SUP10,Juniper Kitchen,15,790,1,1,1,3.83
R013041,2026-08-15,SUP10,Juniper Kitchen,13,767,1,1,1,4.42
R013042,2026-08-15,SUP10,Juniper Kitchen,19,320,1,1,1,5.75
R013043,2026-08-15,SUP02,Brightline Beauty,9,452,1,1,1,3.52
R013044,2026-08-15,SUP09,Iris Kids,10,1162,1,1,1,4.8
R013045,2026-08-15,SUP01,Alder Foods,12,470,1,1,1,2.63
R013046,2026-08-15,SUP02,Brightline Beauty,7,1069,1,1,1,4.08
R013047,2026-08-15,SUP02,Brightline Beauty,7,877,1,1,1,5.24
R013048,2026-08-15,SUP05,Evergreen Pet,12,1170,1,1,1,4.51
R013049,2026-08-15,SUP01,Alder Foods,21,503,1,1,1,5.34
R013050,2026-08-15,SUP01,Alder Foods,16,1263,1,1,1,9.95
R013051,2026-08-15,SUP02,Brightline Beauty,15,475,1,1,1,2.63
R013052,2026-08-16,SUP05,Evergreen Pet,10,1203,1,1,1,2.89
R013053,2026-08-16,SUP10,Juniper Kitchen,14,332,1,1,1,3.12
R013054,2026-08-16,SUP10,Juniper Kitchen,8,315,1,1,1,4.61
R013055,2026-08-16,SUP03,Cobalt Electronics,13,880,1,1,1,3.15
R013056,2026-08-16,SUP08,Harbor Home,10,588,0,1,1,4.15
R013057,2026-08-16,SUP10,Juniper Kitchen,8,427,1,1,1,4.98
R013058,2026-08-16,SUP03,Cobalt Electronics,12,958,1,1,1,4.41
R013059,2026-08-16,SUP08,Harbor Home,11,980,1,1,1,4.2
R013060,2026-08-16,SUP06,Fjord Outdoor,18,1398,1,1,1,10.01
R013061,2026-08-16,SUP03,Cobalt Electronics,9,795,1,1,1,2.93
R013062,2026-08-16,SUP01,Alder Foods,15,303,1,1,1,4.69
R013063,2026-08-16,SUP07,Granite Tools,13,1095,1,1,1,4.96
R013064,2026-08-16,SUP07,Granite Tools,9,931,1,1,1,3.15
R013065,2026-08-16,SUP05,Evergreen Pet,9,1105,1,1,1,2.52
R013066,2026-08-16,SUP05,Evergreen Pet,12,612,1,1,1,3.25
R013067,2026-08-16,SUP01,Alder Foods,16,960,1,1,1,6.8
R013068,2026-08-16,SUP07,Granite Tools,8,925,1,1,1,4.12
R013069,2026-08-16,SUP07,Granite Tools,12,271,1,1,1,2.84
R013070,2026-08-16,SUP10,Juniper Kitchen,10,758,1,1,1,4.09
R013071,2026-08-16,SUP04,Delta Apparel,10,1146,1,1,1,2.56
R013072,2026-08-16,SUP02,Brightline Beauty,16,831,1,1,1,10.35
R013073,2026-08-16,SUP01,Alder Foods,15,835,1,1,1,4.03
R013074,2026-08-16,SUP03,Cobalt Electronics,14,858,1,1,1,2.61
R013075,2026-08-16,SUP07,Granite Tools,8,1332,1,1,1,4.35
R013076,2026-08-16,SUP02,Brightline Beauty,21,966,0,1,1,8.86
R013077,2026-08-16,SUP08,Harbor Home,11,1179,1,1,0,4.41
R013078,2026-08-16,SUP03,Cobalt Electronics,10,1373,1,1,1,5.05
R013079,2026-08-16,SUP08,Harbor Home,11,749,1,1,1,3.44
R013080,2026-08-16,SUP04,Delta Apparel,12,925,1,1,1,4.14
R013081,2026-08-16,SUP06,Fjord Outdoor,14,1293,1,1,1,5.06
R013082,2026-08-16,SUP02,Brightline Beauty,9,435,1,1,1,3.76
R013083,2026-08-16,SUP02,Brightline Beauty,19,836,1,1,1,8.69
R013084,2026-08-16,SUP10,Juniper Kitchen,9,770,1,1,1,3.18
R013085,2026-08-16,SUP04,Delta Apparel,11,745,1,1,1,3.36
R013086,2026-08-16,SUP05,Evergreen Pet,9,1190,1,1,1,2.94
R013087,2026-08-16,SUP06,Fjord Outdoor,14,280,1,1,1,3.06
R013088,2026-08-16,SUP01,Alder Foods,11,438,0,1,1,2.55
R013089,2026-08-16,SUP10,Juniper Kitchen,11,440,0,1,1,4.79
R013090,2026-08-16,SUP08,Harbor Home,17,667,1,1,1,10.01
R013091,2026-08-16,SUP08,Harbor Home,16,919,1,0,0,9.49
R013092,2026-08-16,SUP08,Harbor Home,14,957,1,1,1,2.77
R013093,2026-08-16,SUP09,Iris Kids,14,1169,1,1,1,5.06
R013094,2026-08-16,SUP05,Evergreen Pet,8,1148,1,1,1,2.85
R013095,2026-08-16,SUP08,Harbor Home,16,712,1,1,1,8.49
R013096,2026-08-16,SUP04,Delta Apparel,11,636,1,1,1,5.09
R013097,2026-08-16,SUP08,Harbor Home,9,1322,1,1,1,4.95
R013098,2026-08-16,SUP03,Cobalt Electronics,14,376,1,1,1,5.08
R013099,2026-08-17,SUP08,Harbor Home,7,588,1,1,1,4.41
R013100,2026-08-17,SUP05,Evergreen Pet,8,1309,0,1,1,2.73
R013101,2026-08-17,SUP10,Juniper Kitchen,12,817,1,1,1,4.16
R013102,2026-08-17,SUP03,Cobalt Electronics,17,1387,0,1,1,10.25
R013103,2026-08-17,SUP03,Cobalt Electronics,9,958,1,1,1,3.96
R013104,2026-08-17,SUP10,Juniper Kitchen,8,910,1,1,1,3.52
R013105,2026-08-17,SUP02,Brightline Beauty,10,744,1,1,1,4.54
R013106,2026-08-17,SUP03,Cobalt Electronics,16,691,1,1,1,9.02
R013107,2026-08-17,SUP01,Alder Foods,11,572,0,1,1,4.27
R013108,2026-08-17,SUP04,Delta Apparel,13,333,1,1,1,3.99
R013109,2026-08-17,SUP04,Delta Apparel,8,1044,1,1,1,3.11
R013110,2026-08-17,SUP04,Delta Apparel,21,669,1,1,1,9.7
R013111,2026-08-17,SUP05,Evergreen Pet,10,480,1,1,1,3.34
R013112,2026-08-17,SUP10,Juniper Kitchen,8,1122,1,1,1,5.05
R013113,2026-08-17,SUP05,Evergreen Pet,17,1370,1,1,1,6.39
R013114,2026-08-17,SUP03,Cobalt Electronics,11,913,1,1,1,4.05
R013115,2026-08-17,SUP09,Iris Kids,12,466,1,1,1,2.73
R013116,2026-08-17,SUP07,Granite Tools,21,1058,1,1,1,7.82
R013117,2026-08-17,SUP04,Delta Apparel,9,1232,1,1,1,3.04
R013118,2026-08-17,SUP09,Iris Kids,17,1229,1,1,1,6.33
R013119,2026-08-17,SUP10,Juniper Kitchen,17,392,0,1,1,9.19
R013120,2026-08-17,SUP01,Alder Foods,14,1296,1,1,1,2.84
R013121,2026-08-17,SUP02,Brightline Beauty,6,831,1,1,1,4.74
R013122,2026-08-17,SUP01,Alder Foods,17,1001,1,1,1,5.84
R013123,2026-08-17,SUP10,Juniper Kitchen,16,298,1,1,1,7.16
R013124,2026-08-17,SUP05,Evergreen Pet,14,1254,1,1,1,5.19
R013125,2026-08-17,SUP09,Iris Kids,11,1385,0,1,1,5.13
R013126,2026-08-17,SUP08,Harbor Home,13,546,1,1,1,2.72
R013127,2026-08-17,SUP03,Cobalt Electronics,6,509,1,1,1,4.22
R013128,2026-08-17,SUP03,Cobalt Electronics,15,1089,1,1,1,3.12
R013129,2026-08-17,SUP06,Fjord Outdoor,14,1213,1,1,1,2.65
R013130,2026-08-17,SUP10,Juniper Kitchen,8,1077,1,1,1,4.44
R013131,2026-08-17,SUP07,Granite Tools,13,678,1,1,1,2.98
R013132,2026-08-17,SUP01,Alder Foods,9,1004,1,1,1,3.74
R013133,2026-08-17,SUP05,Evergreen Pet,11,654,1,1,1,4.63
R013134,2026-08-17,SUP02,Brightline Beauty,10,1066,1,1,1,4.85
R013135,2026-08-17,SUP01,Alder Foods,17,276,1,1,1,9.62
R013136,2026-08-17,SUP09,Iris Kids,12,1108,0,1,1,3.88
R013137,2026-08-17,SUP01,Alder Foods,14,1373,1,1,1,4.57
R013138,2026-08-17,SUP09,Iris Kids,7,1259,1,1,1,3.66
R013139,2026-08-17,SUP03,Cobalt Electronics,11,343,1,1,1,3.06
R013140,2026-08-17,SUP10,Juniper Kitchen,15,1028,1,1,1,4.48
R013141,2026-08-17,SUP10,Juniper Kitchen,12,704,1,1,1,4.83
R013142,2026-08-17,SUP08,Harbor Home,15,817,1,1,1,3.62
R013143,2026-08-17,SUP08,Harbor Home,11,770,1,1,1,5.18
R013144,2026-08-17,SUP01,Alder Foods,9,620,1,1,1,4.01
R013145,2026-08-17,SUP10,Juniper Kitchen,14,859,0,1,1,4.48
R013146,2026-08-17,SUP09,Iris Kids,16,1059,1,1,1,5.3
R013147,2026-08-17,SUP07,Granite Tools,6,1086,1,1,1,2.65
R013148,2026-08-17,SUP03,Cobalt Electronics,9,592,1,1,1,4.49
R013149,2026-08-17,SUP05,Evergreen Pet,17,1191,1,1,1,7.15
R013150,2026-08-17,SUP04,Delta Apparel,20,812,1,1,1,8.08
R013151,2026-08-17,SUP10,Juniper Kitchen,12,773,1,1,1,3.93
R013152,2026-08-17,SUP02,Brightline Beauty,18,299,1,1,1,10.8
R013153,2026-08-17,SUP05,Evergreen Pet,16,606,1,1,1,7.5
R013154,2026-08-18,SUP06,Fjord Outdoor,8,1068,1,1,1,2.61
R013155,2026-08-18,SUP01,Alder Foods,11,941,1,1,1,3.03
R013156,2026-08-18,SUP03,Cobalt Electronics,16,859,1,1,0,5.4
R013157,2026-08-18,SUP05,Evergreen Pet,15,418,1,1,1,4.61
R013158,2026-08-18,SUP09,Iris Kids,9,1265,1,1,1,4.7
R013159,2026-08-18,SUP07,Granite Tools,9,1120,1,1,1,3.64
R013160,2026-08-18,SUP04,Delta Apparel,9,793,1,1,1,3.57
R013161,2026-08-18,SUP02,Brightline Beauty,10,1181,1,1,1,4.09
R013162,2026-08-18,SUP06,Fjord Outdoor,14,1367,1,1,1,5.05
R013163,2026-08-18,SUP03,Cobalt Electronics,8,1307,1,1,1,4.19
R013164,2026-08-18,SUP04,Delta Apparel,12,1043,1,1,1,4.25
R013165,2026-08-18,SUP01,Alder Foods,17,903,0,1,1,6.19
R013166,2026-08-18,SUP03,Cobalt Electronics,12,1218,1,1,1,4.04
R013167,2026-08-18,SUP10,Juniper Kitchen,10,1302,1,1,1,4.74
R013168,2026-08-18,SUP08,Harbor Home,19,1280,1,1,1,9.99
R013169,2026-08-18,SUP01,Alder Foods,9,990,0,1,1,5.08
R013170,2026-08-18,SUP10,Juniper Kitchen,9,349,1,1,1,4.39
R013171,2026-08-18,SUP09,Iris Kids,10,1357,1,1,1,4.45
R013172,2026-08-18,SUP10,Juniper Kitchen,16,255,1,1,1,6.24
R013173,2026-08-18,SUP02,Brightline Beauty,10,1160,0,1,1,3.02
R013174,2026-08-18,SUP10,Juniper Kitchen,19,414,1,1,0,6.5
R013175,2026-08-18,SUP10,Juniper Kitchen,6,1274,0,1,1,3.92
R013176,2026-08-18,SUP01,Alder Foods,7,537,1,1,1,4.19
R013177,2026-08-18,SUP03,Cobalt Electronics,16,480,0,1,1,10.7
R013178,2026-08-18,SUP01,Alder Foods,12,689,1,1,1,3.96
R013179,2026-08-18,SUP06,Fjord Outdoor,9,1294,0,1,1,4.55
R013180,2026-08-18,SUP01,Alder Foods,13,432,0,1,1,2.59
R013181,2026-08-18,SUP06,Fjord Outdoor,15,1222,1,1,1,3.1
R013182,2026-08-18,SUP10,Juniper Kitchen,15,1157,1,1,1,4.65
R013183,2026-08-18,SUP04,Delta Apparel,16,630,1,1,1,9.62
R013184,2026-08-18,SUP10,Juniper Kitchen,12,717,1,1,1,4.68
R013185,2026-08-18,SUP07,Granite Tools,15,1214,1,1,1,4.89
R013186,2026-08-18,SUP03,Cobalt Electronics,8,1096,1,1,1,3.9
R013187,2026-08-18,SUP04,Delta Apparel,8,1015,1,1,1,3.77
R013188,2026-08-18,SUP07,Granite Tools,14,817,1,1,1,4.44
R013189,2026-08-18,SUP02,Brightline Beauty,14,302,1,1,1,3.48
R013190,2026-08-18,SUP04,Delta Apparel,12,461,1,1,1,4.99
R013191,2026-08-18,SUP08,Harbor Home,14,742,1,1,1,3.05
R013192,2026-08-18,SUP04,Delta Apparel,8,741,1,1,1,2.76
R013193,2026-08-18,SUP06,Fjord Outdoor,10,1394,0,1,1,4.93
R013194,2026-08-18,SUP05,Evergreen Pet,16,1252,1,1,1,6.83
R013195,2026-08-18,SUP09,Iris Kids,7,373,1,1,1,4.9
R013196,2026-08-18,SUP05,Evergreen Pet,10,1356,1,1,1,5.12
R013197,2026-08-18,SUP03,Cobalt Electronics,10,1266,0,1,1,2.9
R013198,2026-08-18,SUP10,Juniper Kitchen,7,738,1,1,1,4.15
R013199,2026-08-18,SUP05,Evergreen Pet,13,634,1,1,1,5.08
R013200,2026-08-18,SUP04,Delta Apparel,6,935,0,1,1,2.61
R013201,2026-08-18,SUP04,Delta Apparel,8,833,0,1,1,4.0
R013202,2026-08-18,SUP04,Delta Apparel,16,1129,1,1,1,9.37
R013203,2026-08-18,SUP08,Harbor Home,15,566,1,1,1,3.59
R013204,2026-08-18,SUP10,Juniper Kitchen,12,267,1,1,1,3.23
R013205,2026-08-18,SUP10,Juniper Kitchen,10,458,1,1,1,4.39
R013206,2026-08-18,SUP03,Cobalt Electronics,12,846,1,1,1,3.47
R013207,2026-08-18,SUP10,Juniper Kitchen,9,602,1,1,1,4.45
R013208,2026-08-18,SUP07,Granite Tools,14,485,1,1,1,4.39
R013209,2026-08-18,SUP09,Iris Kids,7,1022,1,1,1,3.18
R013210,2026-08-18,SUP04,Delta Apparel,9,516,1,1,1,2.86
R013211,2026-08-19,SUP10,Juniper Kitchen,11,1087,1,1,1,3.89
R013212,2026-08-19,SUP08,Harbor Home,18,776,1,1,1,6.11
R013213,2026-08-19,SUP03,Cobalt Electronics,14,720,1,1,1,2.82
R013214,2026-08-19,SUP02,Brightline Beauty,7,308,0,1,1,4.14
R013215,2026-08-19,SUP08,Harbor Home,7,699,1,1,1,4.91
R013216,2026-08-19,SUP03,Cobalt Electronics,19,836,1,1,1,9.55
R013217,2026-08-19,SUP03,Cobalt Electronics,13,816,1,1,1,5.0
R013218,2026-08-19,SUP08,Harbor Home,16,516,1,1,1,7.72
R013219,2026-08-19,SUP06,Fjord Outdoor,13,1051,1,1,1,2.77
R013220,2026-08-19,SUP05,Evergreen Pet,17,547,1,1,1,5.52
R013221,2026-08-19,SUP03,Cobalt Electronics,17,504,0,1,1,8.92
R013222,2026-08-19,SUP04,Delta Apparel,15,869,0,1,1,2.56
R013223,2026-08-19,SUP01,Alder Foods,8,440,1,1,1,3.57
R013224,2026-08-19,SUP10,Juniper Kitchen,10,1045,0,1,1,3.34
R013225,2026-08-19,SUP08,Harbor Home,19,545,1,1,1,5.68
R013226,2026-08-19,SUP03,Cobalt Electronics,8,585,1,1,1,3.62
R013227,2026-08-19,SUP01,Alder Foods,14,528,1,1,1,3.39
R013228,2026-08-19,SUP10,Juniper Kitchen,16,1374,0,1,1,6.26
R013229,2026-08-19,SUP08,Harbor Home,17,287,1,1,0,7.2
R013230,2026-08-19,SUP02,Brightline Beauty,13,709,1,1,1,3.13
R013231,2026-08-19,SUP10,Juniper Kitchen,10,474,1,1,1,2.84
R013232,2026-08-19,SUP02,Brightline Beauty,20,994,0,1,1,5.9
R013233,2026-08-19,SUP09,Iris Kids,10,1073,1,1,1,4.54
R013234,2026-08-19,SUP08,Harbor Home,6,512,1,1,1,4.95
R013235,2026-08-19,SUP07,Granite Tools,16,985,1,1,1,7.84
R013236,2026-08-19,SUP10,Juniper Kitchen,14,1400,1,0,1,5.14
R013237,2026-08-19,SUP01,Alder Foods,20,259,0,0,1,5.74
R013238,2026-08-19,SUP02,Brightline Beauty,15,949,1,1,1,3.57
R013239,2026-08-19,SUP01,Alder Foods,11,1097,1,1,1,5.03
R013240,2026-08-19,SUP01,Alder Foods,9,1371,1,1,1,3.84
R013241,2026-08-19,SUP10,Juniper Kitchen,15,1160,1,1,1,4.5
R013242,2026-08-19,SUP08,Harbor Home,14,1368,1,1,1,4.13
R013243,2026-08-19,SUP01,Alder Foods,15,1358,1,1,1,2.59
R013244,2026-08-19,SUP07,Granite Tools,11,979,1,1,1,4.72
R013245,2026-08-19,SUP06,Fjord Outdoor,7,592,1,1,1,3.09
R013246,2026-08-19,SUP07,Granite Tools,11,1027,0,1,1,5.12
R013247,2026-08-19,SUP01,Alder Foods,7,832,1,1,1,3.4
R013248,2026-08-19,SUP03,Cobalt Electronics,9,1189,1,1,1,2.7
R013249,2026-08-19,SUP01,Alder Foods,19,641,1,1,1,7.63
R013250,2026-08-19,SUP08,Harbor Home,8,663,1,1,1,4.07
R013251,2026-08-19,SUP05,Evergreen Pet,12,1171,1,1,1,2.85
R013252,2026-08-19,SUP10,Juniper Kitchen,17,445,1,1,1,10.81
R013253,2026-08-19,SUP08,Harbor Home,16,988,1,1,1,10.18
R013254,2026-08-19,SUP07,Granite Tools,10,1220,1,1,1,4.23
R013255,2026-08-19,SUP06,Fjord Outdoor,16,775,1,1,1,5.76
R013256,2026-08-19,SUP09,Iris Kids,6,1266,1,1,1,2.97
R013257,2026-08-19,SUP05,Evergreen Pet,7,508,1,1,1,2.93
R013258,2026-08-19,SUP06,Fjord Outdoor,19,366,1,1,1,8.56
R013259,2026-08-19,SUP01,Alder Foods,9,921,1,1,1,4.44
R013260,2026-08-19,SUP03,Cobalt Electronics,7,797,1,1,1,2.8
R013261,2026-08-19,SUP02,Brightline Beauty,8,833,1,1,1,2.97
R013262,2026-08-19,SUP04,Delta Apparel,13,761,1,1,0,3.75
R013263,2026-08-19,SUP08,Harbor Home,10,550,1,1,1,2.65
R013264,2026-08-19,SUP01,Alder Foods,10,995,1,1,1,4.54
R013265,2026-08-19,SUP05,Evergreen Pet,8,1373,1,1,1,4.58
R013266,2026-08-19,SUP08,Harbor Home,9,734,1,1,1,2.79
R013267,2026-08-19,SUP04,Delta Apparel,16,325,1,1,1,6.14
R013268,2026-08-19,SUP10,Juniper Kitchen,6,1200,1,1,1,4.71
R013269,2026-08-19,SUP08,Harbor Home,11,1297,0,1,1,4.08
R013270,2026-08-19,SUP03,Cobalt Electronics,18,1193,1,1,1,6.13
R013271,2026-08-20,SUP09,Iris Kids,18,903,1,1,1,7.43
R013272,2026-08-20,SUP06,Fjord Outdoor,16,1184,1,1,1,8.31
R013273,2026-08-20,SUP08,Harbor Home,11,934,1,1,1,4.58
R013274,2026-08-20,SUP04,Delta Apparel,15,539,1,1,1,3.76
R013275,2026-08-20,SUP10,Juniper Kitchen,9,680,1,1,1,3.53
R013276,2026-08-20,SUP10,Juniper Kitchen,8,1293,1,1,1,2.65
R013277,2026-08-20,SUP05,Evergreen Pet,18,1132,1,1,1,7.01
R013278,2026-08-20,SUP05,Evergreen Pet,14,1053,1,1,1,3.24
R013279,2026-08-20,SUP03,Cobalt Electronics,11,471,1,1,1,2.81
R013280,2026-08-20,SUP10,Juniper Kitchen,9,766,1,1,1,3.45
R013281,2026-08-20,SUP01,Alder Foods,12,582,1,1,1,4.51
R013282,2026-08-20,SUP04,Delta Apparel,16,836,1,1,1,9.05
R013283,2026-08-20,SUP03,Cobalt Electronics,9,1266,1,1,1,2.5
R013284,2026-08-20,SUP02,Brightline Beauty,16,842,1,1,1,8.96
R013285,2026-08-20,SUP03,Cobalt Electronics,7,699,1,1,1,4.37
R013286,2026-08-20,SUP08,Harbor Home,13,1184,1,1,1,3.24
R013287,2026-08-20,SUP01,Alder Foods,18,824,1,1,1,6.69
R013288,2026-08-20,SUP04,Delta Apparel,17,1026,1,1,1,10.76
R013289,2026-08-20,SUP01,Alder Foods,11,907,1,1,1,2.67
R013290,2026-08-20,SUP05,Evergreen Pet,21,1187,1,1,0,10.98
R013291,2026-08-20,SUP10,Juniper Kitchen,12,1146,1,1,1,3.48
R013292,2026-08-20,SUP08,Harbor Home,11,1391,1,1,1,2.51
R013293,2026-08-20,SUP08,Harbor Home,11,1239,1,1,1,4.97
R013294,2026-08-20,SUP06,Fjord Outdoor,18,740,1,1,1,5.83
R013295,2026-08-20,SUP10,Juniper Kitchen,18,1279,1,1,1,6.49
R013296,2026-08-20,SUP08,Harbor Home,15,1055,1,1,1,3.94
R013297,2026-08-20,SUP08,Harbor Home,14,708,1,1,1,3.4
R013298,2026-08-20,SUP04,Delta Apparel,9,756,1,1,1,3.22
R013299,2026-08-20,SUP04,Delta Apparel,14,835,1,1,1,2.81
R013300,2026-08-20,SUP08,Harbor Home,13,1137,1,0,1,4.08
R013301,2026-08-20,SUP09,Iris Kids,11,1169,1,1,1,3.79
R013302,2026-08-20,SUP05,Evergreen Pet,13,883,1,1,1,4.61
R013303,2026-08-20,SUP06,Fjord Outdoor,7,1261,1,1,1,3.29
R013304,2026-08-20,SUP04,Delta Apparel,14,1277,1,1,1,4.77
R013305,2026-08-20,SUP08,Harbor Home,15,853,1,1,1,5.06
R013306,2026-08-20,SUP02,Brightline Beauty,15,1048,1,1,1,2.54
R013307,2026-08-20,SUP09,Iris Kids,8,1304,1,1,1,3.47
R013308,2026-08-20,SUP08,Harbor Home,8,852,0,1,1,3.89
R013309,2026-08-20,SUP03,Cobalt Electronics,9,324,1,1,1,4.5
R013310,2026-08-20,SUP04,Delta Apparel,10,1220,1,1,1,5.0
R013311,2026-08-20,SUP04,Delta Apparel,6,1194,1,1,1,4.34
R013312,2026-08-20,SUP06,Fjord Outdoor,12,876,0,1,1,3.03
R013313,2026-08-20,SUP05,Evergreen Pet,7,1395,1,1,1,5.15
R013314,2026-08-20,SUP02,Brightline Beauty,12,609,1,1,1,4.64
R013315,2026-08-20,SUP09,Iris Kids,14,1210,1,1,1,2.69
R013316,2026-08-20,SUP03,Cobalt Electronics,8,1347,1,1,1,2.6
R013317,2026-08-20,SUP10,Juniper Kitchen,21,1350,1,1,1,10.45
R013318,2026-08-20,SUP04,Delta Apparel,20,945,1,1,1,10.24
R013319,2026-08-20,SUP01,Alder Foods,10,885,1,1,1,3.72
R013320,2026-08-20,SUP02,Brightline Beauty,14,1177,1,1,1,3.34
R013321,2026-08-20,SUP05,Evergreen Pet,9,1151,1,1,1,2.8
R013322,2026-08-20,SUP07,Granite Tools,14,467,1,1,1,3.59
R013323,2026-08-20,SUP07,Granite Tools,8,481,1,1,1,3.42
R013324,2026-08-21,SUP05,Evergreen Pet,9,584,1,1,1,2.51
R013325,2026-08-21,SUP03,Cobalt Electronics,21,855,1,1,1,5.58
R013326,2026-08-21,SUP06,Fjord Outdoor,6,375,1,1,1,4.38
R013327,2026-08-21,SUP02,Brightline Beauty,17,700,1,1,1,8.18
R013328,2026-08-21,SUP08,Harbor Home,6,552,1,1,1,4.66
R013329,2026-08-21,SUP04,Delta Apparel,7,260,1,1,1,4.46
R013330,2026-08-21,SUP03,Cobalt Electronics,8,1131,1,1,1,4.73
R013331,2026-08-21,SUP09,Iris Kids,10,952,1,1,1,4.52
R013332,2026-08-21,SUP10,Juniper Kitchen,13,297,1,1,1,4.52
R013333,2026-08-21,SUP02,Brightline Beauty,8,849,1,1,1,3.56
R013334,2026-08-21,SUP03,Cobalt Electronics,15,1284,1,1,1,3.95
R013335,2026-08-21,SUP03,Cobalt Electronics,11,647,1,1,1,3.21
R013336,2026-08-21,SUP06,Fjord Outdoor,13,874,1,1,1,3.15
R013337,2026-08-21,SUP05,Evergreen Pet,13,790,1,1,1,4.59
R013338,2026-08-21,SUP09,Iris Kids,10,1035,1,1,1,3.3
R013339,2026-08-21,SUP03,Cobalt Electronics,12,330,1,1,1,5.06
R013340,2026-08-21,SUP02,Brightline Beauty,11,807,1,1,1,3.05
R013341,2026-08-21,SUP03,Cobalt Electronics,9,968,1,1,1,2.65
R013342,2026-08-21,SUP01,Alder Foods,10,533,1,1,1,4.52
R013343,2026-08-21,SUP04,Delta Apparel,12,1224,1,1,1,4.34
R013344,2026-08-21,SUP07,Granite Tools,9,919,1,1,1,3.58
R013345,2026-08-21,SUP07,Granite Tools,14,588,1,1,1,2.79
R013346,2026-08-21,SUP06,Fjord Outdoor,15,850,1,1,1,5.06
R013347,2026-08-21,SUP01,Alder Foods,16,785,1,1,1,5.9
R013348,2026-08-21,SUP01,Alder Foods,10,1283,1,1,1,2.6
R013349,2026-08-21,SUP05,Evergreen Pet,9,1358,1,1,1,3.24
R013350,2026-08-21,SUP08,Harbor Home,12,1388,1,1,1,3.55
R013351,2026-08-21,SUP07,Granite Tools,10,704,0,1,1,4.45
R013352,2026-08-21,SUP03,Cobalt Electronics,16,534,1,1,1,6.88
R013353,2026-08-21,SUP08,Harbor Home,16,1010,1,1,1,8.37
R013354,2026-08-21,SUP07,Granite Tools,8,1153,1,1,1,3.45
R013355,2026-08-21,SUP01,Alder Foods,9,980,1,1,1,2.55
R013356,2026-08-21,SUP10,Juniper Kitchen,18,1092,1,1,1,9.77
R013357,2026-08-21,SUP05,Evergreen Pet,9,282,1,1,1,4.21
R013358,2026-08-21,SUP10,Juniper Kitchen,14,315,1,1,1,3.04
R013359,2026-08-21,SUP04,Delta Apparel,11,482,1,1,1,3.93
R013360,2026-08-21,SUP08,Harbor Home,16,1184,1,1,1,10.95
R013361,2026-08-21,SUP05,Evergreen Pet,13,534,1,1,1,2.51
R013362,2026-08-21,SUP09,Iris Kids,11,1393,1,1,1,3.63
R013363,2026-08-21,SUP05,Evergreen Pet,8,1039,1,1,1,4.27
R013364,2026-08-21,SUP04,Delta Apparel,10,440,1,1,1,5.04
R013365,2026-08-21,SUP03,Cobalt Electronics,20,1354,1,1,1,5.9
