주문번호,주문일자,매장코드,제품코드,수량,정가,할인율,매출액,원가
O20251226-019349,2025-12-26,S07,P038,1,49000,0.05,46550,23030
O20251226-019350,2025-12-26,S08,P013,1,59000,0.1,53100,23600
O20251226-019351,2025-12-26,S09,P014,1,45000,0.05,42750,17100
O20251226-019352,2025-12-26,S09,P028,2,89000,0.2,142400,89000
O20251226-019353,2025-12-26,S10,P001,2,2190000,0.3,3066000,3416400
O20251226-019354,2025-12-26,S10,P041,3,38000,0.0,114000,34200
O20251226-019355,2025-12-26,S11,P014,1,45000,0.3,31500,17100
O20251226-019356,2025-12-26,S12,P018,1,79000,0.3,55300,32390
O20251226-019357,2025-12-26,S12,P025,4,24900,0.1,89640,57768
O20251226-019358,2025-12-26,S12,P044,1,42000,0.3,29400,13860
O20251226-019359,2025-12-26,S13,P017,1,89000,0.1,80100,39160
O20251226-019360,2025-12-26,S13,P043,2,45000,0.3,63000,25200
O20251226-019361,2025-12-26,S14,P013,3,59000,0.0,177000,70800
O20251226-019362,2025-12-26,S14,P025,2,24900,0.05,47310,28884
O20251226-019363,2025-12-26,S15,P012,2,189000,0.0,378000,158760
O20251226-019364,2025-12-26,S15,P047,4,15000,0.1,54000,20400
O20251226-019365,2025-12-26,S16,P047,2,15000,0.3,21000,10200
O20251226-019366,2025-12-26,S18,P044,1,42000,0.1,37800,13860
O20251226-019367,2025-12-26,ON1,P013,1,59000,0.2,47200,23600
O20251226-019368,2025-12-26,ON1,P021,3,159000,0.05,453150,333900
O20251226-019369,2025-12-26,ON1,P048,2,98000,0.0,196000,74480
O20251226-019370,2025-12-26,ON1,P048,3,98000,0.1,264600,111720
O20251226-019371,2025-12-26,ON2,P001,1,2190000,0.0,2190000,1708200
O20251226-019372,2025-12-26,ON2,P017,1,89000,0.05,84550,39160
O20251226-019373,2025-12-26,ON2,P025,3,24900,0.1,67230,43326
O20251226-019374,2025-12-26,ON2,P037,1,27000,0.05,25650,10800
O20251226-019375,2025-12-26,ON2,P042,4,22000,0.05,83600,28160
O20251227-019376,2025-12-27,S01,P002,1,689000,0.3,482300,496080
O20251227-019377,2025-12-27,S01,P016,2,119000,0.2,190400,119000
O20251227-019378,2025-12-27,S01,P022,1,29000,0.2,23200,17980
O20251227-019379,2025-12-27,S01,P032,1,29900,0.0,29900,13455
O20251227-019380,2025-12-27,S02,P022,3,29000,0.1,78300,53940
O20251227-019381,2025-12-27,S02,P042,2,22000,0.0,44000,14080
O20251227-019382,2025-12-27,S03,P002,1,689000,0.2,551200,496080
O20251227-019383,2025-12-27,S03,P037,1,27000,0.1,24300,10800
O20251227-019384,2025-12-27,S04,P011,1,129000,0.1,116100,58050
O20251227-019385,2025-12-27,S04,P043,5,45000,0.2,180000,63000
O20251227-019386,2025-12-27,S05,P007,1,219000,0.3,153300,140160
O20251227-019387,2025-12-27,S05,P015,1,69000,0.0,69000,27600
O20251227-019388,2025-12-27,S05,P023,3,42000,0.0,126000,83160
O20251227-019389,2025-12-27,S05,P036,1,32000,0.2,25600,11200
O20251227-019390,2025-12-27,S05,P045,2,29000,0.1,52200,17400
O20251227-019391,2025-12-27,S06,P017,1,89000,0.2,71200,39160
O20251227-019392,2025-12-27,S06,P027,1,8900,0.0,8900,4628
O20251227-019393,2025-12-27,S06,P048,1,98000,0.05,93100,37240
O20251227-019394,2025-12-27,S07,P017,1,89000,0.3,62300,39160
O20251227-019395,2025-12-27,S08,P034,1,69000,0.0,69000,31740
O20251227-019396,2025-12-27,S09,P001,1,2190000,0.05,2080500,1708200
O20251227-019397,2025-12-27,S09,P012,1,189000,0.1,170100,79380
O20251227-019398,2025-12-27,S09,P024,3,19900,0.05,56715,32835
O20251227-019399,2025-12-27,S10,P015,1,69000,0.1,62100,27600
O20251227-019400,2025-12-27,S10,P034,1,69000,0.3,48300,31740
O20251227-019401,2025-12-27,S12,P011,1,129000,0.3,90300,58050
O20251227-019402,2025-12-27,S12,P046,1,16900,0.1,15210,6084
O20251227-019403,2025-12-27,S13,P001,1,2190000,0.1,1971000,1708200
O20251227-019404,2025-12-27,S13,P021,2,159000,0.0,318000,222600
O20251227-019405,2025-12-27,S13,P047,2,15000,0.0,30000,10200
O20251227-019406,2025-12-27,S15,P006,1,329000,0.1,296100,217140
O20251227-019407,2025-12-27,S16,P001,1,2190000,0.3,1533000,1708200
O20251227-019408,2025-12-27,S16,P012,1,189000,0.05,179550,79380
O20251227-019409,2025-12-27,S16,P043,3,45000,0.3,94500,37800
O20251227-019410,2025-12-27,ON1,P002,1,689000,0.0,689000,496080
O20251227-019411,2025-12-27,ON1,P011,1,129000,0.0,129000,58050
O20251227-019412,2025-12-27,ON1,P028,2,89000,0.05,169100,89000
O20251227-019413,2025-12-27,ON1,P035,3,15900,0.05,45315,20034
O20251227-019414,2025-12-27,ON1,P042,2,22000,0.3,30800,14080
O20251227-019415,2025-12-27,ON2,P005,1,149000,0.3,104300,101320
O20251227-019416,2025-12-27,ON2,P014,1,45000,0.2,36000,17100
O20251227-019417,2025-12-27,ON2,P025,1,24900,0.0,24900,14442
O20251227-019418,2025-12-27,ON2,P046,3,16900,0.2,40560,18252
O20251228-019419,2025-12-28,S01,P015,1,69000,0.0,69000,27600
O20251228-019420,2025-12-28,S01,P023,1,42000,0.0,42000,27720
O20251228-019421,2025-12-28,S01,P036,2,32000,0.2,51200,22400
O20251228-019422,2025-12-28,S01,P042,3,22000,0.0,66000,21120
O20251228-019423,2025-12-28,S02,P026,1,12900,0.05,12255,6192
O20251228-019424,2025-12-28,S02,P042,3,22000,0.1,59400,21120
O20251228-019425,2025-12-28,S03,P013,1,59000,0.05,56050,23600
O20251228-019426,2025-12-28,S03,P028,2,89000,0.0,178000,89000
O20251228-019427,2025-12-28,S03,P031,1,79000,0.1,71100,37920
O20251228-019428,2025-12-28,S04,P004,2,189000,0.05,359100,279720
O20251228-019429,2025-12-28,S04,P018,1,79000,0.0,79000,32390
O20251228-019430,2025-12-28,S04,P021,1,159000,0.0,159000,111300
O20251228-019431,2025-12-28,S04,P036,1,32000,0.2,25600,11200
O20251228-019432,2025-12-28,S04,P043,1,45000,0.05,42750,12600
O20251228-019433,2025-12-28,S05,P011,1,129000,0.0,129000,58050
O20251228-019434,2025-12-28,S05,P027,2,8900,0.05,16910,9256
O20251228-019435,2025-12-28,S05,P034,1,69000,0.05,65550,31740
O20251228-019436,2025-12-28,S05,P042,1,22000,0.0,22000,7040
O20251228-019437,2025-12-28,S07,P033,2,18900,0.05,35910,20790
O20251228-019438,2025-12-28,S07,P046,1,16900,0.0,16900,6084
O20251228-019439,2025-12-28,S08,P018,1,79000,0.2,63200,32390
O20251228-019440,2025-12-28,S08,P047,1,15000,0.05,14250,5100
O20251228-019441,2025-12-28,S09,P026,1,12900,0.2,10320,6192
O20251228-019442,2025-12-28,S10,P014,1,45000,0.0,45000,17100
O20251228-019443,2025-12-28,S10,P046,1,16900,0.1,15210,6084
O20251228-019444,2025-12-28,S11,P011,1,129000,0.05,122550,58050
O20251228-019445,2025-12-28,S11,P047,1,15000,0.1,13500,5100
O20251228-019446,2025-12-28,S13,P047,1,15000,0.2,12000,5100
O20251228-019447,2025-12-28,S14,P045,1,29000,0.2,23200,8700
O20251228-019448,2025-12-28,S15,P002,1,689000,0.1,620100,496080
O20251228-019449,2025-12-28,S15,P025,3,24900,0.05,70965,43326
O20251228-019450,2025-12-28,S15,P044,5,42000,0.1,189000,69300
O20251228-019451,2025-12-28,S16,P011,2,129000,0.0,258000,116100
O20251228-019452,2025-12-28,ON1,P001,1,2190000,0.0,2190000,1708200
O20251228-019453,2025-12-28,ON1,P017,1,89000,0.0,89000,39160
O20251228-019454,2025-12-28,ON1,P015,1,69000,0.0,69000,27600
O20251228-019455,2025-12-28,ON1,P028,1,89000,0.3,62300,44500
O20251228-019456,2025-12-28,ON1,P036,2,32000,0.3,44800,22400
O20251228-019457,2025-12-28,ON1,P048,2,98000,0.1,176400,74480
O20251228-019458,2025-12-28,ON2,P003,2,459000,0.2,734400,642600
O20251228-019459,2025-12-28,ON2,P015,1,69000,0.05,65550,27600
O20251228-019460,2025-12-28,ON2,P025,4,24900,0.0,99600,57768
O20251228-019461,2025-12-28,ON2,P034,1,69000,0.0,69000,31740
O20251228-019462,2025-12-28,ON2,P047,4,15000,0.0,60000,20400
O20251229-019463,2025-12-29,S01,P012,2,189000,0.0,378000,158760
O20251229-019464,2025-12-29,S01,P025,4,24900,0.3,69720,57768
O20251229-019465,2025-12-29,S01,P036,1,32000,0.1,28800,11200
O20251229-019466,2025-12-29,S02,P022,3,29000,0.0,87000,53940
O20251229-019467,2025-12-29,S02,P043,1,45000,0.1,40500,12600
O20251229-019468,2025-12-29,S03,P015,1,69000,0.0,69000,27600
O20251229-019469,2025-12-29,S04,P024,2,19900,0.05,37810,21890
O20251229-019470,2025-12-29,S04,P042,1,22000,0.2,17600,7040
O20251229-019471,2025-12-29,S05,P014,1,45000,0.2,36000,17100
O20251229-019472,2025-12-29,S06,P008,1,129000,0.2,103200,79980
O20251229-019473,2025-12-29,S06,P018,2,79000,0.0,158000,64780
O20251229-019474,2025-12-29,S06,P035,2,15900,0.3,22260,13356
O20251229-019475,2025-12-29,S06,P045,2,29000,0.05,55100,17400
O20251229-019476,2025-12-29,S07,P023,4,42000,0.05,159600,110880
O20251229-019477,2025-12-29,S07,P045,1,29000,0.0,29000,8700
O20251229-019478,2025-12-29,S08,P002,1,689000,0.05,654550,496080
O20251229-019479,2025-12-29,S09,P044,1,42000,0.3,29400,13860
O20251229-019480,2025-12-29,S10,P012,2,189000,0.0,378000,158760
O20251229-019481,2025-12-29,S10,P022,1,29000,0.0,29000,17980
O20251229-019482,2025-12-29,S11,P018,1,79000,0.3,55300,32390
O20251229-019483,2025-12-29,S11,P022,1,29000,0.2,23200,17980
O20251229-019484,2025-12-29,S12,P013,1,59000,0.1,53100,23600
O20251229-019485,2025-12-29,S12,P025,1,24900,0.05,23655,14442
O20251229-019486,2025-12-29,S14,P011,1,129000,0.0,129000,58050
O20251229-019487,2025-12-29,S14,P027,4,8900,0.1,32040,18512
O20251229-019488,2025-12-29,S15,P003,1,459000,0.0,459000,321300
O20251229-019489,2025-12-29,S16,P036,1,32000,0.0,32000,11200
O20251229-019490,2025-12-29,S18,P037,1,27000,0.05,25650,10800
O20251229-019491,2025-12-29,S18,P043,3,45000,0.05,128250,37800
O20251229-019492,2025-12-29,ON1,P007,1,219000,0.0,219000,140160
O20251229-019493,2025-12-29,ON1,P012,2,189000,0.0,378000,158760
O20251229-019494,2025-12-29,ON1,P024,3,19900,0.1,53730,32835
O20251229-019495,2025-12-29,ON1,P038,2,49000,0.05,93100,46060
O20251229-019496,2025-12-29,ON1,P043,1,45000,0.05,42750,12600
O20251229-019497,2025-12-29,ON2,P007,1,219000,0.0,219000,140160
O20251229-019498,2025-12-29,ON2,P012,1,189000,0.0,189000,79380
O20251229-019499,2025-12-29,ON2,P026,2,12900,0.1,23220,12384
O20251229-019500,2025-12-29,ON2,P038,1,49000,0.0,49000,23030
O20251229-019501,2025-12-29,ON2,P041,1,38000,0.1,34200,11400
O20251229-019502,2025-12-29,ON2,P046,1,16900,0.1,15210,6084
O20251230-019503,2025-12-30,S01,P021,1,159000,0.05,151050,111300
O20251230-019504,2025-12-30,S01,P031,1,79000,0.0,79000,37920
O20251230-019505,2025-12-30,S02,P015,3,69000,0.05,196650,82800
O20251230-019506,2025-12-30,S03,P001,1,2190000,0.0,2190000,1708200
O20251230-019507,2025-12-30,S03,P016,2,119000,0.2,190400,119000
O20251230-019508,2025-12-30,S03,P033,2,18900,0.3,26460,20790
O20251230-019509,2025-12-30,S03,P045,2,29000,0.0,58000,17400
O20251230-019510,2025-12-30,S04,P017,1,89000,0.3,62300,39160
O20251230-019511,2025-12-30,S04,P021,4,159000,0.1,572400,445200
O20251230-019512,2025-12-30,S04,P042,3,22000,0.0,66000,21120
O20251230-019513,2025-12-30,S05,P017,1,89000,0.05,84550,39160
O20251230-019514,2025-12-30,S05,P024,4,19900,0.0,79600,43780
O20251230-019515,2025-12-30,S05,P044,2,42000,0.1,75600,27720
O20251230-019516,2025-12-30,S06,P018,2,79000,0.3,110600,64780
O20251230-019517,2025-12-30,S07,P017,1,89000,0.1,80100,39160
O20251230-019518,2025-12-30,S08,P034,1,69000,0.05,65550,31740
O20251230-019519,2025-12-30,S09,P042,5,22000,0.1,99000,35200
O20251230-019520,2025-12-30,S10,P031,2,79000,0.0,158000,75840
O20251230-019521,2025-12-30,S11,P027,1,8900,0.1,8010,4628
O20251230-019522,2025-12-30,S11,P046,3,16900,0.05,48165,18252
O20251230-019523,2025-12-30,S13,P016,3,119000,0.1,321300,178500
O20251230-019524,2025-12-30,S13,P022,3,29000,0.05,82650,53940
O20251230-019525,2025-12-30,S14,P034,1,69000,0.0,69000,31740
O20251230-019526,2025-12-30,S15,P005,1,149000,0.1,134100,101320
O20251230-019527,2025-12-30,S15,P017,1,89000,0.3,62300,39160
O20251230-019528,2025-12-30,S15,P042,2,22000,0.1,39600,14080
O20251230-019529,2025-12-30,S17,P048,3,98000,0.0,294000,111720
O20251230-019530,2025-12-30,S18,P022,1,29000,0.05,27550,17980
O20251230-019531,2025-12-30,ON1,P014,1,45000,0.1,40500,17100
O20251230-019532,2025-12-30,ON1,P027,1,8900,0.05,8455,4628
O20251230-019533,2025-12-30,ON1,P031,1,79000,0.3,55300,37920
O20251230-019534,2025-12-30,ON1,P047,2,15000,0.0,30000,10200
O20251230-019535,2025-12-30,ON2,P011,1,129000,0.1,116100,58050
O20251230-019536,2025-12-30,ON2,P026,1,12900,0.0,12900,6192
O20251230-019537,2025-12-30,ON2,P036,2,32000,0.2,51200,22400
O20251230-019538,2025-12-30,ON2,P043,3,45000,0.0,135000,37800
O20251231-019539,2025-12-31,S01,P016,1,119000,0.3,83300,59500
O20251231-019540,2025-12-31,S01,P038,2,49000,0.1,88200,46060
O20251231-019541,2025-12-31,S01,P047,3,15000,0.1,40500,15300
O20251231-019542,2025-12-31,S02,P017,3,89000,0.0,267000,117480
O20251231-019543,2025-12-31,S02,P044,3,42000,0.0,126000,41580
O20251231-019544,2025-12-31,S03,P026,3,12900,0.05,36765,18576
O20251231-019545,2025-12-31,S04,P016,2,119000,0.2,190400,119000
O20251231-019546,2025-12-31,S04,P021,1,159000,0.3,111300,111300
O20251231-019547,2025-12-31,S05,P025,2,24900,0.0,49800,28884
O20251231-019548,2025-12-31,S06,P018,2,79000,0.0,158000,64780
O20251231-019549,2025-12-31,S06,P046,1,16900,0.2,13520,6084
O20251231-019550,2025-12-31,S07,P017,1,89000,0.2,71200,39160
O20251231-019551,2025-12-31,S09,P018,2,79000,0.05,150100,64780
O20251231-019552,2025-12-31,S09,P041,1,38000,0.05,36100,11400
O20251231-019553,2025-12-31,S10,P033,3,18900,0.0,56700,31185
O20251231-019554,2025-12-31,S11,P005,1,149000,0.0,149000,101320
O20251231-019555,2025-12-31,S11,P026,2,12900,0.3,18060,12384
O20251231-019556,2025-12-31,S11,P034,2,69000,0.05,131100,63480
O20251231-019557,2025-12-31,S11,P041,4,38000,0.3,106400,45600
O20251231-019558,2025-12-31,S12,P002,1,689000,0.0,689000,496080
O20251231-019559,2025-12-31,S13,P024,1,19900,0.0,19900,10945
O20251231-019560,2025-12-31,S15,P003,1,459000,0.2,367200,321300
O20251231-019561,2025-12-31,S15,P013,1,59000,0.2,47200,23600
O20251231-019562,2025-12-31,S15,P046,1,16900,0.0,16900,6084
O20251231-019563,2025-12-31,S16,P015,1,69000,0.05,65550,27600
O20251231-019564,2025-12-31,S16,P047,2,15000,0.1,27000,10200
O20251231-019565,2025-12-31,S18,P011,2,129000,0.2,206400,116100
O20251231-019566,2025-12-31,ON1,P006,1,329000,0.1,296100,217140
O20251231-019567,2025-12-31,ON1,P012,1,189000,0.2,151200,79380
O20251231-019568,2025-12-31,ON1,P028,1,89000,0.2,71200,44500
O20251231-019569,2025-12-31,ON1,P038,1,49000,0.05,46550,23030
O20251231-019570,2025-12-31,ON1,P041,1,38000,0.0,38000,11400
O20251231-019571,2025-12-31,ON2,P008,1,129000,0.0,129000,79980
O20251231-019572,2025-12-31,ON2,P012,1,189000,0.3,132300,79380
O20251231-019573,2025-12-31,ON2,P025,2,24900,0.0,49800,28884
O20251231-019574,2025-12-31,ON2,P043,4,45000,0.0,180000,50400
O20260101-019575,2026-01-01,S01,P014,2,45000,0.3,63000,34200
O20260101-019576,2026-01-01,S01,P025,2,24900,0.05,47310,28884
O20260101-019577,2026-01-01,S01,P047,1,15000,0.05,14250,5100
O20260101-019578,2026-01-01,S02,P047,4,15000,0.1,54000,20400
O20260101-019579,2026-01-01,S03,P022,2,29000,0.0,58000,35960
O20260101-019580,2026-01-01,S03,P035,1,15900,0.0,15900,6678
O20260101-019581,2026-01-01,S04,P025,3,24900,0.1,67230,43326
O20260101-019582,2026-01-01,S04,P047,1,15000,0.0,15000,5100
O20260101-019583,2026-01-01,S05,P047,1,15000,0.0,15000,5100
O20260101-019584,2026-01-01,S06,P003,1,459000,0.1,413100,321300
O20260101-019585,2026-01-01,S06,P027,3,8900,0.0,26700,13884
O20260101-019586,2026-01-01,S07,P025,3,24900,0.1,67230,43326
O20260101-019587,2026-01-01,S08,P002,1,689000,0.0,689000,496080
O20260101-019588,2026-01-01,S09,P005,1,149000,0.0,149000,101320
O20260101-019589,2026-01-01,S09,P015,1,69000,0.05,65550,27600
O20260101-019590,2026-01-01,S09,P027,4,8900,0.0,35600,18512
O20260101-019591,2026-01-01,S11,P021,1,159000,0.0,159000,111300
O20260101-019592,2026-01-01,S12,P011,1,129000,0.0,129000,58050
O20260101-019593,2026-01-01,S12,P023,3,42000,0.0,126000,83160
O20260101-019594,2026-01-01,S13,P022,2,29000,0.05,55100,35960
O20260101-019595,2026-01-01,S13,P036,1,32000,0.0,32000,11200
O20260101-019596,2026-01-01,S13,P048,1,98000,0.0,98000,37240
O20260101-019597,2026-01-01,S14,P048,1,98000,0.05,93100,37240
O20260101-019598,2026-01-01,S15,P023,2,42000,0.1,75600,55440
O20260101-019599,2026-01-01,S15,P036,1,32000,0.05,30400,11200
O20260101-019600,2026-01-01,S16,P015,2,69000,0.05,131100,55200
O20260101-019601,2026-01-01,S16,P047,2,15000,0.0,30000,10200
O20260101-019602,2026-01-01,S17,P011,1,129000,0.0,129000,58050
O20260101-019603,2026-01-01,ON1,P012,1,189000,0.0,189000,79380
O20260101-019604,2026-01-01,ON1,P022,1,29000,0.1,26100,17980
O20260101-019605,2026-01-01,ON1,P024,1,19900,0.0,19900,10945
O20260101-019606,2026-01-01,ON1,P036,1,32000,0.0,32000,11200
O20260101-019607,2026-01-01,ON1,P048,1,98000,0.0,98000,37240
O20260101-019608,2026-01-01,ON2,P015,2,69000,0.1,124200,55200
O20260101-019609,2026-01-01,ON2,P025,3,24900,0.0,74700,43326
O20260101-019610,2026-01-01,ON2,P032,2,29900,0.1,53820,26910
O20260101-019611,2026-01-01,ON2,P048,2,98000,0.0,196000,74480
O20260102-019612,2026-01-02,S01,P025,2,24900,0.0,49800,28884
O20260102-019613,2026-01-02,S01,P037,1,27000,0.0,27000,10800
O20260102-019614,2026-01-02,S02,P005,1,149000,0.05,141550,101320
O20260102-019615,2026-01-02,S02,P023,1,42000,0.05,39900,27720
O20260102-019616,2026-01-02,S03,P025,2,24900,0.0,49800,28884
O20260102-019617,2026-01-02,S04,P024,1,19900,0.05,18905,10945
O20260102-019618,2026-01-02,S04,P036,2,32000,0.2,51200,22400
O20260102-019619,2026-01-02,S05,P026,2,12900,0.05,24510,12384
O20260102-019620,2026-01-02,S06,P028,1,89000,0.1,80100,44500
O20260102-019621,2026-01-02,S06,P031,2,79000,0.0,158000,75840
O20260102-019622,2026-01-02,S07,P028,2,89000,0.05,169100,89000
O20260102-019623,2026-01-02,S08,P022,1,29000,0.05,27550,17980
O20260102-019624,2026-01-02,S09,P021,3,159000,0.0,477000,333900
O20260102-019625,2026-01-02,S10,P011,1,129000,0.0,129000,58050
O20260102-019626,2026-01-02,S10,P026,5,12900,0.0,64500,30960
O20260102-019627,2026-01-02,S10,P033,2,18900,0.05,35910,20790
O20260102-019628,2026-01-02,S11,P035,1,15900,0.0,15900,6678
O20260102-019629,2026-01-02,S11,P041,5,38000,0.0,190000,57000
O20260102-019630,2026-01-02,S14,P045,2,29000,0.0,58000,17400
O20260102-019631,2026-01-02,S17,P034,2,69000,0.05,131100,63480
O20260102-019632,2026-01-02,ON1,P015,2,69000,0.1,124200,55200
O20260102-019633,2026-01-02,ON1,P022,1,29000,0.05,27550,17980
O20260102-019634,2026-01-02,ON1,P027,1,8900,0.05,8455,4628
O20260102-019635,2026-01-02,ON1,P046,2,16900,0.0,33800,12168
O20260102-019636,2026-01-02,ON2,P006,1,329000,0.05,312550,217140
O20260102-019637,2026-01-02,ON2,P011,3,129000,0.1,348300,174150
O20260102-019638,2026-01-02,ON2,P021,4,159000,0.0,636000,445200
O20260102-019639,2026-01-02,ON2,P042,1,22000,0.1,19800,7040
O20260103-019640,2026-01-03,S01,P026,1,12900,0.0,12900,6192
O20260103-019641,2026-01-03,S01,P042,4,22000,0.0,88000,28160
O20260103-019642,2026-01-03,S02,P025,3,24900,0.0,74700,43326
O20260103-019643,2026-01-03,S02,P048,2,98000,0.0,196000,74480
O20260103-019644,2026-01-03,S03,P004,1,189000,0.0,189000,139860
O20260103-019645,2026-01-03,S03,P024,4,19900,0.0,79600,43780
O20260103-019646,2026-01-03,S03,P032,1,29900,0.05,28405,13455
O20260103-019647,2026-01-03,S04,P018,1,79000,0.05,75050,32390
O20260103-019648,2026-01-03,S04,P028,3,89000,0.0,267000,133500
O20260103-019649,2026-01-03,S04,P037,1,27000,0.0,27000,10800
O20260103-019650,2026-01-03,S05,P021,3,159000,0.0,477000,333900
O20260103-019651,2026-01-03,S05,P033,1,18900,0.0,18900,10395
O20260103-019652,2026-01-03,S05,P043,1,45000,0.2,36000,12600
O20260103-019653,2026-01-03,S06,P008,1,129000,0.0,129000,79980
O20260103-019654,2026-01-03,S06,P025,1,24900,0.0,24900,14442
O20260103-019655,2026-01-03,S06,P047,3,15000,0.0,45000,15300
O20260103-019656,2026-01-03,S07,P014,3,45000,0.0,135000,51300
O20260103-019657,2026-01-03,S07,P025,2,24900,0.0,49800,28884
O20260103-019658,2026-01-03,S08,P027,1,8900,0.0,8900,4628
O20260103-019659,2026-01-03,S08,P032,1,29900,0.05,28405,13455
O20260103-019660,2026-01-03,S09,P011,2,129000,0.0,258000,116100
O20260103-019661,2026-01-03,S10,P015,1,69000,0.1,62100,27600
O20260103-019662,2026-01-03,S10,P028,1,89000,0.05,84550,44500
O20260103-019663,2026-01-03,S10,P037,1,27000,0.0,27000,10800
O20260103-019664,2026-01-03,S11,P024,1,19900,0.0,19900,10945
O20260103-019665,2026-01-03,S11,P046,2,16900,0.05,32110,12168
O20260103-019666,2026-01-03,S12,P035,1,15900,0.0,15900,6678
O20260103-019667,2026-01-03,S13,P006,1,329000,0.0,329000,217140
O20260103-019668,2026-01-03,S13,P027,2,8900,0.0,17800,9256
O20260103-019669,2026-01-03,S13,P047,2,15000,0.0,30000,10200
O20260103-019670,2026-01-03,S14,P031,1,79000,0.0,79000,37920
O20260103-019671,2026-01-03,S17,P018,1,79000,0.0,79000,32390
O20260103-019672,2026-01-03,S17,P031,1,79000,0.0,79000,37920
O20260103-019673,2026-01-03,S18,P022,2,29000,0.05,55100,35960
O20260103-019674,2026-01-03,ON1,P006,1,329000,0.0,329000,217140
O20260103-019675,2026-01-03,ON1,P018,1,79000,0.0,79000,32390
O20260103-019676,2026-01-03,ON1,P025,2,24900,0.0,49800,28884
O20260103-019677,2026-01-03,ON1,P034,1,69000,0.05,65550,31740
O20260103-019678,2026-01-03,ON1,P041,1,38000,0.05,36100,11400
O20260103-019679,2026-01-03,ON2,P013,1,59000,0.0,59000,23600
O20260103-019680,2026-01-03,ON2,P027,4,8900,0.0,35600,18512
O20260104-019681,2026-01-04,S01,P015,2,69000,0.2,110400,55200
O20260104-019682,2026-01-04,S01,P028,1,89000,0.0,89000,44500
O20260104-019683,2026-01-04,S01,P038,1,49000,0.05,46550,23030
O20260104-019684,2026-01-04,S01,P047,5,15000,0.05,71250,25500
O20260104-019685,2026-01-04,S02,P012,1,189000,0.0,189000,79380
O20260104-019686,2026-01-04,S02,P021,4,159000,0.0,636000,445200
O20260104-019687,2026-01-04,S02,P034,1,69000,0.05,65550,31740
O20260104-019688,2026-01-04,S03,P007,2,219000,0.0,438000,280320
O20260104-019689,2026-01-04,S03,P022,3,29000,0.05,82650,53940
O20260104-019690,2026-01-04,S03,P034,1,69000,0.0,69000,31740
O20260104-019691,2026-01-04,S03,P042,2,22000,0.2,35200,14080
O20260104-019692,2026-01-04,S04,P018,1,79000,0.0,79000,32390
O20260104-019693,2026-01-04,S04,P028,3,89000,0.1,240300,133500
O20260104-019694,2026-01-04,S05,P011,1,129000,0.0,129000,58050
O20260104-019695,2026-01-04,S05,P023,2,42000,0.05,79800,55440
O20260104-019696,2026-01-04,S07,P037,1,27000,0.0,27000,10800
O20260104-019697,2026-01-04,S08,P016,1,119000,0.2,95200,59500
O20260104-019698,2026-01-04,S08,P023,3,42000,0.05,119700,83160
O20260104-019699,2026-01-04,S08,P033,3,18900,0.0,56700,31185
O20260104-019700,2026-01-04,S09,P018,3,79000,0.05,225150,97170
O20260104-019701,2026-01-04,S09,P025,1,24900,0.0,24900,14442
O20260104-019702,2026-01-04,S10,P005,1,149000,0.0,149000,101320
O20260104-019703,2026-01-04,S10,P031,1,79000,0.05,75050,37920
O20260104-019704,2026-01-04,S10,P046,2,16900,0.2,27040,12168
O20260104-019705,2026-01-04,S11,P022,2,29000,0.0,58000,35960
O20260104-019706,2026-01-04,S12,P008,1,129000,0.0,129000,79980
O20260104-019707,2026-01-04,S12,P014,2,45000,0.0,90000,34200
O20260104-019708,2026-01-04,S12,P046,3,16900,0.2,40560,18252
O20260104-019709,2026-01-04,S14,P001,1,2190000,0.0,2190000,1708200
O20260104-019710,2026-01-04,S15,P027,4,8900,0.1,32040,18512
O20260104-019711,2026-01-04,S16,P027,2,8900,0.05,16910,9256
O20260104-019712,2026-01-04,S18,P024,3,19900,0.2,47760,32835
O20260104-019713,2026-01-04,S18,P034,2,69000,0.3,96600,63480
O20260104-019714,2026-01-04,ON1,P012,2,189000,0.05,359100,158760
O20260104-019715,2026-01-04,ON1,P025,1,24900,0.0,24900,14442
O20260104-019716,2026-01-04,ON1,P031,1,79000,0.0,79000,37920
O20260104-019717,2026-01-04,ON1,P045,1,29000,0.0,29000,8700
O20260104-019718,2026-01-04,ON2,P018,1,79000,0.0,79000,32390
O20260104-019719,2026-01-04,ON2,P026,2,12900,0.0,25800,12384
O20260104-019720,2026-01-04,ON2,P036,1,32000,0.0,32000,11200
O20260104-019721,2026-01-04,ON2,P041,2,38000,0.0,76000,22800
O20260105-019722,2026-01-05,S01,P017,2,89000,0.1,160200,78320
O20260105-019723,2026-01-05,S01,P028,5,89000,0.0,445000,222500
O20260105-019724,2026-01-05,S02,P022,2,29000,0.1,52200,35960
O20260105-019725,2026-01-05,S02,P045,2,29000,0.0,58000,17400
O20260105-019726,2026-01-05,S03,P017,1,89000,0.1,80100,39160
O20260105-019727,2026-01-05,S03,P025,3,24900,0.05,70965,43326
O20260105-019728,2026-01-05,S04,P001,1,2190000,0.0,2190000,1708200
O20260105-019729,2026-01-05,S04,P014,2,45000,0.0,90000,34200
O20260105-019730,2026-01-05,S04,P023,1,42000,0.05,39900,27720
O20260105-019731,2026-01-05,S05,P044,2,42000,0.05,79800,27720
O20260105-019732,2026-01-05,S06,P014,2,45000,0.0,90000,34200
